Date,Open,High,Low,Close,Adj Close,Volume
2002-10-01,37.25,37.75,36.125,36.76250076293945,26.80763816833496,240192
2002-10-02,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,26.80763816833496,0
2002-10-03,37.25,39.75,37.25,37.75,27.527725219726562,673264
2002-10-04,38.25,38.36249923706055,37.125,37.51250076293945,27.35454559326172,258296
2002-10-07,37.76250076293945,38.0,37.025001525878906,37.349998474121094,27.23606300354004,110976
2002-10-08,37.462501525878906,38.724998474121094,37.25,38.36249923706055,27.974361419677734,227352
2002-10-09,38.5,39.11249923706055,37.0625,37.38750076293945,27.263385772705078,277040
2002-10-10,38.5,38.5,36.63750076293945,37.42499923706055,27.29074478149414,173224
2002-10-11,38.474998474121094,38.9375,38.11249923706055,38.212501525878906,27.8649959564209,192536
2002-10-14,38.92499923706055,39.0,37.57500076293945,37.9375,27.664461135864258,152744
2002-10-15,37.9375,37.9375,37.9375,37.9375,27.664461135864258,0
2002-10-16,42.775001525878906,42.775001525878906,37.775001525878906,38.01250076293945,27.719146728515625,247760
2002-10-17,38.25,38.25,37.525001525878906,38.01250076293945,27.719146728515625,144512
2002-10-18,38.75,39.92499923706055,38.287498474121094,38.8125,28.302520751953125,512312
2002-10-21,39.724998474121094,40.73749923706055,39.25,39.412498474121094,28.740047454833984,646296
2002-10-22,39.75,39.75,37.75,37.98749923706055,27.7009334564209,229384
2002-10-23,38.25,38.70000076293945,37.525001525878906,37.8125,27.573301315307617,153320
2002-10-24,38.224998474121094,38.349998474121094,36.900001525878906,37.150001525878906,27.090208053588867,168744
2002-10-25,36.5,37.087501525878906,36.275001525878906,36.38750076293945,26.53418731689453,172296
2002-10-28,36.125,36.5,35.54999923706055,35.849998474121094,26.1422176361084,134504
2002-10-29,35.75,36.45000076293945,35.54999923706055,36.162498474121094,26.3701171875,143024
2002-10-30,36.5,37.4375,36.25,36.775001525878906,26.816747665405273,164320
2002-10-31,37.0,37.5,36.79999923706055,37.349998474121094,27.23606300354004,118928
2002-11-01,37.525001525878906,38.150001525878906,36.76250076293945,36.962501525878906,26.953489303588867,108792
2002-11-04,37.5,37.5,36.95000076293945,37.23749923706055,27.154001235961914,56560
2002-11-05,36.88750076293945,37.32500076293945,36.599998474121094,36.837501525878906,26.862327575683594,70288
2002-11-06,36.837501525878906,36.837501525878906,36.837501525878906,36.837501525878906,26.862327575683594,0
2002-11-07,37.5,39.5,37.5,37.974998474121094,27.69179344177246,204880
2002-11-08,37.25,37.73749923706055,37.025001525878906,37.3125,27.208711624145508,77664
2002-11-11,37.5,37.5,36.67499923706055,36.75,26.798513412475586,66568
2002-11-12,36.5,37.5,36.5,36.9375,26.93524169921875,106864
2002-11-13,37.125,37.224998474121094,36.42499923706055,36.625,26.707359313964844,106264
2002-11-14,37.20000076293945,37.900001525878906,36.63750076293945,37.125,27.07197380065918,211856
2002-11-15,37.95000076293945,38.162498474121094,37.5,37.92499923706055,27.655324935913086,154144
2002-11-18,38.25,38.73749923706055,37.837501525878906,38.3125,27.93791961669922,217672
2002-11-19,38.3125,38.3125,38.3125,38.3125,27.93791961669922,0
2002-11-20,38.25,39.875,38.25,39.57500076293945,28.858545303344727,406128
2002-11-21,40.3125,44.724998474121094,40.3125,43.0,31.356096267700195,2664024
2002-11-22,41.38750076293945,45.17499923706055,41.38750076293945,42.337501525878906,30.87298011779785,1184016
2002-11-25,42.75,43.20000076293945,41.75,42.26250076293945,30.81830406188965,428920
2002-11-26,42.625,43.45000076293945,41.775001525878906,42.01250076293945,30.636005401611328,367496
2002-11-27,42.75,42.75,40.88750076293945,41.125,29.98880958557129,301128
2002-11-28,41.525001525878906,43.724998474121094,41.51250076293945,42.79999923706055,31.21024513244629,447680
2002-11-29,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,31.21024513244629,0
2002-12-02,44.875,49.0,44.474998474121094,47.38750076293945,34.55550765991211,1388680
2002-12-03,48.5,52.42499923706055,46.775001525878906,50.099998474121094,36.533504486083984,4082608
2002-12-04,49.224998474121094,51.1875,47.76250076293945,48.42499923706055,35.31205749511719,2594928
2002-12-05,48.125,51.11249923706055,48.125,49.650001525878906,36.20534133911133,1720264
2002-12-06,50.5,51.67499923706055,49.63750076293945,50.95000076293945,37.153324127197266,1139968
2002-12-09,50.75,51.724998474121094,48.025001525878906,48.5,35.36676025390625,975768
2002-12-10,47.625,50.5,47.275001525878906,49.61249923706055,36.178009033203125,837808
2002-12-11,51.0,53.98749923706055,50.75,51.95000076293945,37.882530212402344,3286400
2002-12-12,52.0,54.0,52.0,52.375,38.19244384765625,2568024
2002-12-13,53.0,53.67499923706055,52.275001525878906,52.587501525878906,38.347415924072266,1112288
2002-12-16,53.25,53.67499923706055,50.025001525878906,50.32500076293945,36.697566986083984,1231456
2002-12-17,51.275001525878906,51.275001525878906,48.900001525878906,49.400001525878906,36.02303695678711,855656
2002-12-18,49.95000076293945,50.724998474121094,48.599998474121094,48.9375,35.685787200927734,618096
2002-12-19,49.92499923706055,54.375,49.375,53.07500076293945,38.702880859375,3770256
2002-12-20,53.75,54.95000076293945,52.5,53.51250076293945,39.021915435791016,2952072
2002-12-23,53.75,53.76250076293945,51.25,51.61249923706055,37.63642501831055,1277744
2002-12-24,51.75,54.0,51.5625,53.73749923706055,39.185997009277344,1729840
2002-12-25,53.73749923706055,53.73749923706055,53.73749923706055,53.73749923706055,39.185997009277344,0
2002-12-26,54.150001525878906,55.95000076293945,53.25,55.26250076293945,40.29806137084961,2894448
2002-12-27,55.650001525878906,55.875,53.787498474121094,54.01250076293945,39.38654327392578,956984
2002-12-30,54.0,57.724998474121094,52.76250076293945,57.150001525878906,41.67443084716797,4253744
2002-12-31,57.525001525878906,61.087501525878906,56.0,60.11249923706055,43.834712982177734,9998480
2003-01-01,59.98749923706055,61.974998474121094,59.98749923706055,61.087501525878906,44.54571533203125,6027072
2003-01-02,61.525001525878906,62.92499923706055,57.912498474121094,58.29999923706055,42.51301956176758,5325328
2003-01-03,60.0,61.04999923706055,58.5,59.01250076293945,43.032596588134766,4198040
2003-01-06,59.92499923706055,60.1875,56.875,57.26250076293945,41.75646209716797,4121520
2003-01-07,58.0,58.5,56.0625,56.599998474121094,41.27336883544922,2650800
2003-01-08,57.349998474121094,59.150001525878906,56.92499923706055,58.625,42.75002670288086,2648456
2003-01-09,59.0,60.150001525878906,58.45000076293945,59.20000076293945,43.169307708740234,2630400
2003-01-10,60.0,60.0,55.26250076293945,55.57500076293945,40.52593231201172,1702816
2003-01-13,56.224998474121094,56.75,54.25,56.13750076293945,40.93609619140625,2421496
2003-01-14,56.724998474121094,58.625,56.5,56.88750076293945,41.4830207824707,2239360
2003-01-15,57.349998474121094,58.625,57.025001525878906,58.025001525878906,42.31248474121094,2759760
2003-01-16,58.462501525878906,60.20000076293945,57.525001525878906,58.849998474121094,42.914100646972656,2842656
2003-01-17,58.125,59.0,57.275001525878906,57.525001525878906,41.94789505004883,1284144
2003-01-20,57.25,57.474998474121094,55.275001525878906,55.6875,40.607967376708984,928872
2003-01-21,55.76250076293945,56.5625,54.0,54.23749923706055,39.550601959228516,1147240
2003-01-22,54.70000076293945,55.75,54.07500076293945,54.474998474121094,39.72378921508789,1081352
2003-01-23,53.75,54.474998474121094,51.775001525878906,52.474998474121094,38.265377044677734,1001872
2003-01-24,52.625,53.474998474121094,49.88750076293945,50.599998474121094,36.898094177246094,1436848
2003-01-27,48.0,49.974998474121094,46.275001525878906,47.07500076293945,34.32762145996094,916832
2003-01-28,48.13750076293945,50.75,46.25,50.36249923706055,36.72490310668945,2043224
2003-01-29,50.525001525878906,51.25,48.54999923706055,48.9375,35.685787200927734,1370440
2003-01-30,48.775001525878906,51.099998474121094,48.775001525878906,49.6875,36.232688903808594,1203464
2003-01-31,48.75,50.11249923706055,48.17499923706055,48.48749923706055,35.357635498046875,1083040
2003-02-03,48.8125,52.474998474121094,48.625,52.1875,38.05570602416992,1566808
2003-02-04,52.25,53.474998474121094,50.01250076293945,50.54999923706055,36.86161804199219,1311144
2003-02-05,49.75,50.5,48.837501525878906,49.61249923706055,36.178009033203125,845080
2003-02-06,49.6875,50.900001525878906,49.125,50.61249923706055,36.90719985961914,946624
2003-02-07,50.13750076293945,51.912498474121094,49.5625,50.125,36.551719665527344,1023440
2003-02-10,49.5,50.224998474121094,48.29999923706055,48.462501525878906,35.33940505981445,449688
2003-02-11,48.5,49.73749923706055,47.75,48.025001525878906,35.0203857421875,701960
2003-02-12,48.525001525878906,48.75,47.025001525878906,47.38750076293945,34.55550765991211,459064
2003-02-13,47.38750076293945,47.38750076293945,47.38750076293945,47.38750076293945,34.55550765991211,0
2003-02-14,45.63750076293945,47.849998474121094,44.5625,44.98749923706055,32.805389404296875,790336
2003-02-17,46.25,48.0,45.787498474121094,47.849998474121094,34.89276123046875,795272
2003-02-18,48.599998474121094,49.0,47.32500076293945,47.5625,34.68312072753906,819688
2003-02-19,48.25,48.462501525878906,47.412498474121094,47.587501525878906,34.70134735107422,455960
2003-02-20,46.400001525878906,47.73749923706055,45.82500076293945,47.4375,34.59195327758789,542944
2003-02-21,47.5,47.95000076293945,46.42499923706055,46.61249923706055,33.9903564453125,494544
2003-02-24,47.73749923706055,47.73749923706055,46.5,46.900001525878906,34.200008392333984,326488
2003-02-25,45.38750076293945,47.0,45.38750076293945,45.79999923706055,33.397884368896484,264440
2003-02-26,46.275001525878906,46.95000076293945,44.650001525878906,45.0,32.81451416015625,422312
2003-02-27,44.75,46.45000076293945,44.70000076293945,45.6875,33.31584548950195,280480
2003-02-28,47.38750076293945,48.5,46.04999923706055,48.04999923706055,35.03860092163086,694688
2003-03-03,46.275001525878906,48.98749923706055,46.275001525878906,47.525001525878906,34.6557731628418,500896
2003-03-04,47.0,47.0,46.0,46.337501525878906,33.78984069824219,255760
2003-03-05,45.82500076293945,47.0,44.9375,46.525001525878906,33.926570892333984,471552
2003-03-06,46.900001525878906,46.900001525878906,45.0,45.26250076293945,33.00593566894531,265080
2003-03-07,45.974998474121094,45.974998474121094,43.8125,44.0,32.08530807495117,518664
2003-03-10,43.837501525878906,44.25,40.375,41.025001525878906,29.915904998779297,346400
2003-03-11,40.0,43.45000076293945,39.57500076293945,42.01250076293945,30.636005401611328,497168
2003-03-12,43.17499923706055,43.17499923706055,41.20000076293945,41.38750076293945,30.180233001708984,481872
2003-03-13,42.212501525878906,42.724998474121094,41.0,41.92499923706055,30.572185516357422,390112
2003-03-14,41.92499923706055,41.92499923706055,41.92499923706055,41.92499923706055,30.572185516357422,0
2003-03-17,40.775001525878906,43.0,40.275001525878906,41.79999923706055,30.48104476928711,373856
2003-03-18,41.79999923706055,41.79999923706055,41.79999923706055,41.79999923706055,30.48104476928711,0
2003-03-19,42.875,43.25,41.3125,41.712501525878906,30.41722297668457,374256
2003-03-20,41.875,43.0,41.0,42.724998474121094,31.155559539794922,537616
2003-03-21,42.724998474121094,42.724998474121094,42.724998474121094,42.724998474121094,31.155559539794922,0
2003-03-24,43.375,43.75,41.25,41.587501525878906,30.326080322265625,328920
2003-03-25,42.474998474121094,42.474998474121094,40.125,40.98749923706055,29.888553619384766,351496
2003-03-26,42.25,42.25,40.125,40.79999923706055,29.751815795898438,260264
2003-03-27,40.474998474121094,41.0,40.0,40.412498474121094,29.469247817993164,241056
2003-03-28,41.5,41.5,40.0,40.17499923706055,29.296066284179688,218000
2003-03-31,32.474998474121094,39.712501525878906,32.474998474121094,38.38750076293945,27.99259376525879,230712
2003-04-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-04-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-05-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-06-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-07-31,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-08-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-09-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-10-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-10-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-10-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
2003-10-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,27.99259376525879,0
